"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number","block_number"
"html-keyboard-response","129","617106","0.0-24.0-0.35","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","130","617614","0.0-24.0-1.35","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1024.jpg","null","","500","36","1"
"multiple-slider","131","622642","0.0-24.0-2.35","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5021.699999988079","","{""Physical_Attractiveness"":0.43,""General_Attractiveness"":0.33,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","132","623404","0.0-24.0-0.36","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","133","623919","0.0-24.0-1.36","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1109.jpg","null","","500","37","1"
"multiple-slider","134","627668","0.0-24.0-2.36","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3747.199999988079","","{""Physical_Attractiveness"":0.17,""General_Attractiveness"":0.21,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","135","628420","0.0-24.0-0.37","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","136","628933","0.0-24.0-1.37","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1035.jpg","null","","500","38","1"
"multiple-slider","137","634194","0.0-24.0-2.37","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5255","","{""Physical_Attractiveness"":1,""General_Attractiveness"":1,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","138","634952","0.0-24.0-0.38","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","139","635457","0.0-24.0-1.38","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1090.jpg","null","","500","39","1"
"multiple-slider","140","640210","0.0-24.0-2.38","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4751.800000011921","","{""Physical_Attractiveness"":0.64,""General_Attractiveness"":0.68,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","141","640963","0.0-24.0-0.39","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","142","641464","0.0-24.0-1.39","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1009.jpg","null","","500","40","1"
"multiple-slider","143","645527","0.0-24.0-2.39","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4061.2999999523163","","{""Physical_Attractiveness"":0.76,""General_Attractiveness"":0.63,""Trustworthiness"":0.67,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","144","646279","0.0-24.0-0.40","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","145","646794","0.0-24.0-1.40","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1011.jpg","null","","500","41","1"
"multiple-slider","146","653025","0.0-24.0-2.40","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6229.600000023842","","{""Physical_Attractiveness"":0.59,""General_Attractiveness"":0.23,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","147","653793","0.0-24.0-0.41","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","148","654309","0.0-24.0-1.41","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1008.jpg","null","","500","42","1"
"multiple-slider","149","658273","0.0-24.0-2.41","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3962.600000023842","","{""Physical_Attractiveness"":0.32,""General_Attractiveness"":0.32,""Trustworthiness"":0.38,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","150","659025","0.0-24.0-0.42","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","151","659529","0.0-24.0-1.42","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1054.jpg","null","","500","43","1"
"multiple-slider","152","664151","0.0-24.0-2.42","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4614.5","","{""Physical_Attractiveness"":0.37,""General_Attractiveness"":0.28,""Trustworthiness"":0.51,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","153","664906","0.0-24.0-0.43","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","154","665423","0.0-24.0-1.43","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1045.jpg","null","","500","44","1"
"multiple-slider","155","668544","0.0-24.0-2.43","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3114.5","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.49,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","156","669296","0.0-24.0-0.44","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","157","669809","0.0-24.0-1.44","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1050.jpg","null","","500","45","1"
"multiple-slider","158","674792","0.0-24.0-2.44","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4981.100000023842","","{""Physical_Attractiveness"":0.4,""General_Attractiveness"":0.32,""Trustworthiness"":0.5,""Familiarity"":0.04}","[0,1,2,3]","","",""
"html-keyboard-response","159","675544","0.0-24.0-0.45","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","160","676054","0.0-24.0-1.45","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1073.jpg","null","","500","46","1"
"multiple-slider","161","681652","0.0-24.0-2.45","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5595.699999988079","","{""Physical_Attractiveness"":0.5,""General_Attractiveness"":0.5,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","162","682406","0.0-24.0-0.46","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","163","682907","0.0-24.0-1.46","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1062.jpg","null","","500","47","1"
"multiple-slider","164","686832","0.0-24.0-2.46","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3923.5","","{""Physical_Attractiveness"":0.55,""General_Attractiveness"":0.44,""Trustworthiness"":0.53,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","165","687593","0.0-24.0-0.47","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","166","688106","0.0-24.0-1.47","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1096.jpg","null","","500","48","1"
"multiple-slider","167","692816","0.0-24.0-2.47","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4709","","{""Physical_Attractiveness"":0.29,""General_Attractiveness"":0.31,""Trustworthiness"":0.39,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","168","693568","0.0-24.0-0.48","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","169","694070","0.0-24.0-1.48","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1067.jpg","null","","500","49","1"
"multiple-slider","170","698461","0.0-24.0-2.48","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4384.800000011921","","{""Physical_Attractiveness"":0.55,""General_Attractiveness"":0.53,""Trustworthiness"":0.54,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","171","699223","0.0-24.0-0.49","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","172","699724","0.0-24.0-1.49","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1100.jpg","null","","500","50","1"
"multiple-slider","173","703916","0.0-24.0-2.49","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4190.899999976158","","{""Physical_Attractiveness"":0.46,""General_Attractiveness"":0.27,""Trustworthiness"":0.61,""Familiarity"":0.01}","[0,1,2,3]","","",""
"html-keyboard-response","174","704670","0.0-24.0-0.50","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","175","705179","0.0-24.0-1.50","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1004.jpg","null","","500","51","1"
"multiple-slider","176","710640","0.0-24.0-2.50","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5454.399999976158","","{""Physical_Attractiveness"":0.76,""General_Attractiveness"":0.74,""Trustworthiness"":0.76,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","177","711391","0.0-24.0-0.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","178","711902","0.0-24.0-1.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1107.jpg","null","","500","52","1"
"multiple-slider","179","716321","0.0-24.0-2.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4412.300000011921","","{""Physical_Attractiveness"":0.37,""General_Attractiveness"":0.4,""Trustworthiness"":0.53,""Familiarity"":0.07}","[0,1,2,3]","","",""
"html-keyboard-response","180","717073","0.0-24.0-0.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","181","717588","0.0-24.0-1.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1097.jpg","null","","500","53","1"
"multiple-slider","182","722203","0.0-24.0-2.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4613.400000035763","","{""Physical_Attractiveness"":0.71,""General_Attractiveness"":0.34,""Trustworthiness"":0.5,""Familiarity"":0.04}","[0,1,2,3]","","",""
"html-keyboard-response","183","722955","0.0-24.0-0.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","184","723469","0.0-24.0-1.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1015.jpg","null","","500","54","1"
"multiple-slider","185","728359","0.0-24.0-2.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4888","","{""Physical_Attractiveness"":0.4,""General_Attractiveness"":0.39,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","186","729118","0.0-24.0-0.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","187","729629","0.0-24.0-1.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1084.jpg","null","","500","55","1"
"multiple-slider","188","734601","0.0-24.0-2.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4970.699999988079","","{""Physical_Attractiveness"":0.65,""General_Attractiveness"":0.32,""Trustworthiness"":0.68,""Familiarity"":0.65}","[0,1,2,3]","","",""
"html-keyboard-response","189","735353","0.0-24.0-0.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","190","735855","0.0-24.0-1.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1022.jpg","null","","500","56","1"
"multiple-slider","191","741781","0.0-24.0-2.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5924","","{""Physical_Attractiveness"":0.17,""General_Attractiveness"":0.38,""Trustworthiness"":0.5,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","192","742534","0.0-24.0-0.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","193","743043","0.0-24.0-1.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1070.jpg","null","","500","57","1"
"multiple-slider","194","748784","0.0-24.0-2.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5739.5","","{""Physical_Attractiveness"":0.54,""General_Attractiveness"":0.56,""Trustworthiness"":0.5,""Familiarity"":0.01}","[0,1,2,3]","","",""
"html-keyboard-response","195","749536","0.0-24.0-0.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","196","750043","0.0-24.0-1.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1034.jpg","null","","500","58","1"
"multiple-slider","197","756382","0.0-24.0-2.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","6337","","{""Physical_Attractiveness"":0.23,""General_Attractiveness"":0.21,""Trustworthiness"":0.26,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","198","757135","0.0-24.0-0.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","199","757651","0.0-24.0-1.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1091.jpg","null","","500","59","1"
"multiple-slider","200","761960","0.0-24.0-2.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","4307.5","","{""Physical_Attractiveness"":0.85,""General_Attractiveness"":0.72,""Trustworthiness"":0.5,""Familiarity"":0.58}","[0,1,2,3]","","",""
"html-keyboard-response","201","762712","0.0-24.0-0.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","202","763214","0.0-24.0-1.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1099.jpg","null","","500","60","1"
"multiple-slider","203","766924","0.0-24.0-2.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","3708.599999964237","","{""Physical_Attractiveness"":0.31,""General_Attractiveness"":0.41,""Trustworthiness"":0.33,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","204","767676","0.0-24.0-0.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","205","768179","0.0-24.0-1.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1076.jpg","null","","500","61","1"
"multiple-slider","206","774142","0.0-24.0-2.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","questionnaire","","","","5961.599999964237","","{""Physical_Attractiveness"":0.57,""General_Attractiveness"":0.4,""Trustworthiness"":0.57,""Familiarity"":0}","[0,1,2,3]","","",""
"html-keyboard-response","207","774893","0.0-24.0-0.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","208","775395","0.0-24.0-1.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1046.jpg","null","","500","62","1"
